Transaction_ID,Date,Store_ID,Product_ID,Category_ID,Quantity_Sold,Sale_Price_Per_Unit,Total_Sale_Amount,Discount_Amount,Net_Sale_Amount,Payment_Method,Customer_ID,Salesperson_ID
44966,5/31/2021 21:01,140,533,104,3,125.34,376.02,2,374.02,Cash,1155,526
97104,1/21/2021 7:45,152,512,107,5,127.62,638.1,14.17,623.93,Credit Card,1663,567
11814,12/13/2020 9:39,194,593,102,5,146.52,732.6,14.6,718,Credit Card,1117,535
72450,1/7/2021 15:27,127,547,103,2,118.63,237.26,1.36,235.9,Cash,1648,504
30901,2/13/2021 14:53,122,560,107,1,186.3,186.3,16.32,169.98,Mobile Payment,1082,532
34740,2/11/2021 1:36,184,589,102,5,53.32,266.6,13.08,253.52,Cash,1140,568
60722,3/12/2021 8:46,148,507,103,3,148.25,444.75,16.07,428.68,Credit Card,1018,589
30637,8/18/2021 0:00,110,597,102,4,106.77,427.08,2.48,424.6,Credit Card,1378,569
49679,8/20/2021 4:13,111,585,107,1,12.73,12.73,27.77,-15.04,Cash,1817,590
77380,12/10/2020 1:16,126,530,102,4,44.28,177.12,4.72,172.4,Cash,1931,562
10221,1/25/2021 7:12,102,556,104,5,93.4,467,11.99,455.01,Debit Card,1267,594
91478,6/18/2021 5:50,182,530,102,5,157.09,785.45,21.39,764.06,Cash,1520,577
65938,11/6/2021 7:08,191,588,103,3,157.25,471.75,12.85,458.9,Cash,1715,514
22019,4/9/2021 0:52,103,528,107,4,146.79,587.16,1.04,586.12,Cash,1107,553
24069,7/1/2021 7:22,155,600,103,3,174.84,524.52,9.87,514.65,Mobile Payment,1973,587
51660,2/13/2021 21:07,157,504,103,2,48.6,97.2,25.44,71.76,Debit Card,1289,505
32844,10/6/2021 6:03,121,511,103,2,51.17,102.34,8.48,93.86,Credit Card,1585,537
46991,5/15/2021 4:22,176,558,105,5,88.27,441.35,29.25,412.1,Mobile Payment,1406,503
38954,1/5/2021 21:56,114,541,104,5,172.72,863.6,5.89,857.71,Mobile Payment,1386,546
69599,10/25/2021 2:36,195,548,102,2,109.15,218.3,17.88,200.42,Credit Card,1951,529
45059,11/28/2020 10:46,105,508,105,1,192.15,192.15,28.59,163.56,Mobile Payment,1695,544
81382,6/7/2021 5:17,151,549,101,1,178.2,178.2,23.37,154.83,Cash,1643,558
90999,9/18/2021 8:47,184,577,102,2,193.36,386.72,26.44,360.28,Mobile Payment,1558,530
82413,12/15/2020 12:24,137,541,104,2,173.91,347.82,2.58,345.24,Cash,1517,522
77571,8/26/2021 16:26,176,570,103,3,63.19,189.57,6.35,183.22,Mobile Payment,1447,540
66260,11/14/2020 22:35,130,510,103,3,140.23,420.69,12.93,407.76,Mobile Payment,1176,563
50178,9/30/2021 22:50,185,580,105,1,20.4,20.4,13.79,6.61,Credit Card,1583,526
19449,1/2/2021 3:10,111,578,105,3,196.04,588.12,23.74,564.38,Mobile Payment,1904,568
81880,8/27/2021 9:53,171,577,102,1,162.95,162.95,21.62,141.33,Cash,1942,539
23806,8/15/2021 1:43,137,536,103,4,155.18,620.72,18.62,602.1,Mobile Payment,1293,557
85304,3/6/2021 19:35,115,507,103,1,176.56,176.56,19.91,156.65,Debit Card,1034,563
50133,1/26/2021 16:17,105,575,107,4,97.22,388.88,23.49,365.39,Mobile Payment,1486,546
57574,1/26/2021 19:17,188,553,104,1,123.74,123.74,25.52,98.22,Debit Card,1515,585
95196,5/30/2021 9:48,167,552,101,5,160.57,802.85,7.04,795.81,Debit Card,1560,593
80192,10/6/2021 18:52,153,509,106,4,111.07,444.28,6.15,438.13,Debit Card,1884,546
72286,7/30/2021 23:13,160,549,101,2,86.85,173.7,3.77,169.93,Debit Card,1421,502
68351,2/28/2021 11:44,161,583,107,4,138.96,555.84,17.19,538.65,Credit Card,1238,543
20531,1/4/2021 13:21,115,563,104,4,140.82,563.28,24.02,539.26,Debit Card,1001,562
11787,1/20/2021 10:08,118,534,104,1,196.82,196.82,29.56,167.26,Mobile Payment,1878,549
84323,7/14/2021 13:26,191,594,102,2,17.64,35.28,23.84,11.44,Cash,1626,571
34925,7/8/2021 6:36,150,519,103,3,45.3,135.9,13.85,122.05,Mobile Payment,1296,595
98256,5/4/2021 8:55,131,516,106,2,151.65,303.3,18.25,285.05,Mobile Payment,1150,562
75220,5/5/2021 6:25,108,591,101,1,29.39,29.39,15.95,13.44,Cash,1577,597
33811,7/22/2021 21:03,187,569,106,2,104.44,208.88,19.81,189.07,Debit Card,1867,506
92233,5/20/2021 12:49,147,501,104,5,42.69,213.45,26.35,187.1,Credit Card,1137,578
74969,12/13/2020 20:18,174,501,104,4,159.38,637.52,22.42,615.1,Credit Card,1901,505
91946,4/12/2021 10:57,139,514,101,5,79.66,398.3,1.75,396.55,Credit Card,1647,527
17436,7/31/2021 4:46,113,554,102,2,129.71,259.42,29.54,229.88,Credit Card,1172,509
21615,10/10/2021 19:25,102,591,101,2,199.21,398.42,4.64,393.78,Mobile Payment,1185,593
21098,10/18/2021 0:43,156,563,104,1,56.15,56.15,12.07,44.08,Cash,1704,553
46013,8/6/2021 0:00,175,562,104,5,148.49,742.45,25.93,716.52,Cash,1874,531
52938,5/3/2021 10:20,165,531,103,1,21.47,21.47,8.1,13.37,Credit Card,1281,522
49338,5/26/2021 5:53,116,545,101,1,100.81,100.81,23.7,77.11,Mobile Payment,1022,549
25477,3/13/2021 12:20,129,534,104,5,185.39,926.95,10.25,916.7,Debit Card,1069,530
35753,11/21/2020 4:00,150,558,105,4,76.82,307.28,25.57,281.71,Credit Card,1561,501
60423,11/11/2020 7:29,167,549,101,3,22.69,68.07,23.07,45,Mobile Payment,1315,582
24304,3/25/2021 21:16,133,558,105,2,37.68,75.36,24.42,50.94,Cash,1534,516
51226,3/12/2021 20:51,173,557,103,1,72.64,72.64,28.84,43.8,Mobile Payment,1129,535
23360,12/13/2020 2:42,159,575,107,3,128.77,386.31,4.04,382.27,Cash,1492,555
72856,12/13/2020 15:57,102,572,104,1,122.54,122.54,6.89,115.65,Mobile Payment,1066,544
21629,7/26/2021 9:51,195,578,105,2,67.18,134.36,19.91,114.45,Mobile Payment,1911,502
10491,11/24/2020 22:47,181,587,101,3,32.93,98.79,7.07,91.72,Credit Card,1835,559
37107,12/6/2020 19:10,166,557,103,4,16.21,64.84,4.63,60.21,Mobile Payment,1507,519
57536,12/20/2020 5:53,158,504,103,2,45.07,90.14,21.58,68.56,Credit Card,1124,512
76755,12/1/2020 9:00,180,587,101,4,66.56,266.24,4.32,261.92,Cash,1565,572
55546,3/10/2021 1:09,170,513,106,4,189.96,759.84,11.58,748.26,Mobile Payment,1062,506
90829,6/27/2021 5:52,191,556,104,4,69.19,276.76,16.11,260.65,Debit Card,1907,600
70760,6/9/2021 4:19,182,502,102,3,109.36,328.08,26.89,301.19,Cash,1669,547
60264,1/15/2021 12:54,163,574,102,2,88.8,177.6,1.41,176.19,Cash,1333,533
86331,2/22/2021 1:29,141,528,107,4,53.43,213.72,6.21,207.51,Mobile Payment,1707,544
22355,9/15/2021 13:03,131,564,106,4,170.94,683.76,7.05,676.71,Credit Card,1176,516
59868,10/27/2021 22:42,194,560,107,3,95.16,285.48,4.1,281.38,Debit Card,1640,542
78487,9/10/2021 1:12,113,574,102,2,79.17,158.34,19.16,139.18,Credit Card,1083,581
28949,5/3/2021 10:38,165,541,104,3,52.23,156.69,8.43,148.26,Debit Card,1027,589
94658,5/3/2021 10:24,124,517,104,3,147.18,441.54,10.48,431.06,Mobile Payment,1063,529
89516,5/18/2021 20:34,103,593,102,3,52.4,157.2,26.31,130.89,Debit Card,1997,507
27187,11/26/2020 5:49,176,586,106,3,25.35,76.05,22.62,53.43,Cash,1176,547
99659,4/27/2021 20:53,166,593,102,3,142.16,426.48,18.74,407.74,Mobile Payment,1942,558
75588,9/12/2021 15:33,153,503,102,2,114.74,229.48,10.92,218.56,Credit Card,1085,545
21205,7/17/2021 14:24,132,566,105,3,134.05,402.15,25.37,376.78,Credit Card,1845,509
75475,4/11/2021 19:24,155,526,102,3,178.18,534.54,22.56,511.98,Cash,1586,527
14121,7/10/2021 14:37,140,501,104,5,155.91,779.55,5.6,773.95,Debit Card,1030,551
94430,7/14/2021 21:00,183,579,101,3,188.29,564.87,3.14,561.73,Cash,1286,594
77186,12/9/2020 22:21,188,537,107,3,39.44,118.32,8.14,110.18,Debit Card,1698,544
44424,12/7/2020 21:55,104,565,101,5,166.27,831.35,3.52,827.83,Credit Card,1062,592
20714,4/2/2021 10:43,161,578,105,2,104.35,208.7,3.96,204.74,Credit Card,1030,580
49927,1/26/2021 20:21,103,505,103,4,156.65,626.6,7.24,619.36,Debit Card,1871,586
90781,12/11/2020 9:48,168,582,104,5,83.52,417.6,16.85,400.75,Mobile Payment,1057,598
98341,3/4/2021 22:31,170,585,107,2,51.57,103.14,18.92,84.22,Debit Card,1484,565
51141,9/10/2021 9:03,163,510,103,3,24.55,73.65,17.01,56.64,Mobile Payment,1749,574
53942,7/13/2021 4:43,147,530,102,1,35.5,35.5,23.62,11.88,Mobile Payment,1298,570
40574,1/14/2021 17:53,102,500,104,3,194.67,584.01,27.46,556.55,Debit Card,1607,589
54953,7/7/2021 15:04,171,521,101,2,88.14,176.28,1.25,175.03,Cash,1247,563
66211,9/29/2021 15:58,152,583,107,3,14.61,43.83,21.6,22.23,Cash,1923,525
34376,9/22/2021 15:36,138,570,103,2,123.12,246.24,11.46,234.78,Cash,1490,568
79296,12/15/2020 21:18,100,585,107,3,100,300,3.73,296.27,Mobile Payment,1184,529
40163,4/5/2021 11:03,145,578,105,5,41.72,208.6,1.51,207.09,Debit Card,1156,508
66730,3/28/2021 11:14,185,588,103,1,66.83,66.83,29.47,37.36,Debit Card,1771,569
73534,4/18/2021 22:54,101,566,105,2,143.67,287.34,10.5,276.84,Debit Card,1272,596
19307,1/24/2021 18:49,160,599,104,5,146.78,733.9,26.8,707.1,Mobile Payment,1189,556
82713,8/22/2021 14:29,122,595,104,2,49.15,98.3,5.01,93.29,Credit Card,1942,552
30509,2/26/2021 23:25,144,500,104,2,83.53,167.06,21.27,145.79,Cash,1442,591
69815,8/18/2021 19:35,162,503,102,3,145.65,436.95,28.59,408.36,Mobile Payment,1311,515
83093,1/29/2021 6:46,185,577,102,3,135.11,405.33,0.14,405.19,Cash,1483,546
14400,1/19/2021 17:08,110,568,107,1,177.03,177.03,23.84,153.19,Mobile Payment,1898,576
25992,3/26/2021 23:54,155,559,107,5,30.48,152.4,24.6,127.8,Debit Card,1568,557
62799,4/5/2021 19:19,126,550,107,2,62.29,124.58,12.39,112.19,Cash,1110,501
78663,8/6/2021 11:44,130,569,106,4,98.1,392.4,28.56,363.84,Mobile Payment,1002,568
89372,11/21/2020 12:41,150,557,103,3,194.39,583.17,20.44,562.73,Cash,1260,511
35042,2/12/2021 5:49,165,528,107,2,43.03,86.06,0.54,85.52,Mobile Payment,1861,575
24573,8/8/2021 7:09,152,574,102,4,118.7,474.8,9.58,465.22,Credit Card,1836,599
24230,4/2/2021 22:26,200,502,102,3,132.76,398.28,5.12,393.16,Credit Card,1557,508
14764,11/24/2020 17:55,160,506,107,2,35.48,70.96,10.82,60.14,Mobile Payment,1184,505
42993,8/28/2021 11:19,186,546,103,1,38.7,38.7,26.17,12.53,Mobile Payment,1110,516
32842,1/16/2021 18:36,132,533,104,4,79.49,317.96,27.46,290.5,Debit Card,1721,517
98242,5/4/2021 6:16,137,513,106,3,174.28,522.84,20.88,501.96,Mobile Payment,1061,520
14078,8/15/2021 3:49,107,524,106,2,174.05,348.1,28.18,319.92,Mobile Payment,1169,524
53761,10/22/2021 3:05,177,547,103,1,158.9,158.9,12.37,146.53,Cash,1928,570
34176,7/23/2021 20:55,157,510,103,1,86.24,86.24,17.23,69.01,Mobile Payment,1297,545
68927,7/18/2021 5:20,158,562,104,3,39.39,118.17,2.57,115.6,Debit Card,1715,570
91282,3/18/2021 11:36,187,506,107,1,129.9,129.9,0.89,129.01,Cash,1215,546
93272,9/18/2021 22:52,183,567,107,5,197.09,985.45,22.92,962.53,Mobile Payment,1279,560
51136,3/27/2021 15:03,160,505,103,3,11.71,35.13,20.58,14.55,Debit Card,1603,548
55984,6/5/2021 13:18,172,598,105,2,196,392,23.65,368.35,Credit Card,1541,564
31221,4/25/2021 18:10,166,574,102,3,71.09,213.27,10.2,203.07,Cash,1498,587
57692,4/28/2021 9:06,192,561,101,1,92.08,92.08,22.85,69.23,Credit Card,1658,572
17438,3/13/2021 19:37,132,555,106,2,115.24,230.48,23.45,207.03,Debit Card,1515,534
59982,6/18/2021 10:21,164,549,101,2,192.63,385.26,23.07,362.19,Debit Card,1119,556
30178,7/1/2021 18:02,138,513,106,2,51.31,102.62,27.01,75.61,Debit Card,1126,579
32525,8/22/2021 3:33,127,543,107,2,39.76,79.52,5.61,73.91,Credit Card,1159,526
14795,7/28/2021 4:50,125,529,104,3,75.89,227.67,23.15,204.52,Credit Card,1561,575
50969,1/7/2021 1:50,176,582,104,2,81.72,163.44,12.7,150.74,Cash,1603,514
64740,2/18/2021 8:51,115,541,104,3,114.15,342.45,22.46,319.99,Debit Card,1029,533
16922,9/22/2021 16:30,139,501,104,2,106.36,212.72,21.75,190.97,Credit Card,1095,527
56560,10/17/2021 7:01,186,600,103,1,39.13,39.13,23.29,15.84,Mobile Payment,1242,535
69447,5/15/2021 16:43,169,512,107,3,48.49,145.47,1,144.47,Debit Card,1912,545
15725,2/14/2021 10:17,151,573,103,1,199.52,199.52,26.61,172.91,Credit Card,1384,520
66940,9/6/2021 17:32,125,548,102,1,135.2,135.2,28.91,106.29,Credit Card,1116,600
41701,8/16/2021 1:09,110,505,103,3,28.88,86.64,28.26,58.38,Cash,1969,586
22574,9/20/2021 0:57,178,528,107,4,183.15,732.6,25.48,707.12,Mobile Payment,1881,545
96714,2/23/2021 0:32,197,573,103,1,155.84,155.84,15.61,140.23,Cash,1398,520
19888,6/5/2021 1:37,169,598,105,1,67.31,67.31,18.77,48.54,Credit Card,1748,539
36692,6/23/2021 15:13,187,585,107,4,91.65,366.6,15.6,351,Cash,1154,517
28476,4/24/2021 13:23,182,580,105,2,43.96,87.92,11.16,76.76,Mobile Payment,1279,587
60895,12/25/2020 11:06,182,549,101,4,162.02,648.08,11.26,636.82,Debit Card,1029,504
77642,11/20/2020 21:50,167,512,107,3,55.55,166.65,27.53,139.12,Debit Card,1578,549
57782,4/27/2021 11:37,167,597,102,5,60.75,303.75,14.41,289.34,Mobile Payment,1035,567
44194,11/16/2020 10:36,178,581,102,4,127.83,511.32,10.1,501.22,Credit Card,1372,568
93431,10/17/2021 22:48,105,551,103,4,80.87,323.48,27.22,296.26,Cash,1694,542
48434,12/27/2020 17:27,154,568,107,2,166.09,332.18,4.61,327.57,Mobile Payment,1467,568
29004,2/12/2021 7:56,123,569,106,2,124.98,249.96,14.08,235.88,Mobile Payment,1860,569
27493,5/23/2021 7:44,158,574,102,2,184.79,369.58,0.57,369.01,Mobile Payment,1923,538
71774,2/26/2021 3:59,197,543,107,3,172.55,517.65,23.49,494.16,Debit Card,1263,531
40318,3/30/2021 5:17,116,526,102,5,47.22,236.1,9.1,227,Debit Card,1007,582
89097,11/21/2020 14:02,186,520,101,4,70.76,283.04,26.75,256.29,Cash,1902,556
21533,11/11/2020 16:40,192,588,103,1,149.82,149.82,17.55,132.27,Credit Card,1737,557
97558,1/3/2021 4:23,195,588,103,5,50.03,250.15,14.75,235.4,Cash,1156,599
81655,8/25/2021 8:23,184,507,103,5,188.49,942.45,1.69,940.76,Mobile Payment,1700,532
96070,1/12/2021 9:53,149,562,104,2,57.77,115.54,0.86,114.68,Mobile Payment,1820,513
37361,11/2/2021 0:51,196,528,107,5,126.91,634.55,0.76,633.79,Debit Card,1593,566
45860,9/30/2021 6:33,155,597,102,5,195.61,978.05,6.01,972.04,Mobile Payment,1018,506
81371,5/19/2021 19:45,154,573,103,5,112.14,560.7,10.3,550.4,Debit Card,1007,537
53042,1/24/2021 12:41,141,595,104,3,70.19,210.57,15.04,195.53,Mobile Payment,1128,588
74781,1/7/2021 17:26,127,590,105,2,166.08,332.16,23.06,309.1,Debit Card,1052,578
69996,9/29/2021 22:32,142,597,102,5,31.55,157.75,10.41,147.34,Mobile Payment,1120,587
30204,7/16/2021 2:50,175,554,102,1,57.72,57.72,5.49,52.23,Mobile Payment,1329,557
95678,10/25/2021 23:45,175,598,105,1,29.47,29.47,7.52,21.95,Cash,1151,585
56274,1/19/2021 21:50,120,535,102,3,123.48,370.44,20.26,350.18,Credit Card,1310,560
46266,4/15/2021 16:55,175,574,102,2,193.23,386.46,3.39,383.07,Debit Card,1350,593
27052,8/7/2021 5:54,130,506,107,2,134.79,269.58,26.55,243.03,Cash,1058,594
74019,10/31/2021 2:13,165,500,104,2,131.06,262.12,9.32,252.8,Debit Card,1395,598
44885,8/3/2021 23:43,180,535,102,1,101.61,101.61,25.53,76.08,Cash,1064,558
14557,3/7/2021 23:19,106,522,102,2,106.1,212.2,27.01,185.19,Cash,1480,569
55002,11/20/2020 18:01,167,510,103,4,194.08,776.32,24.21,752.11,Cash,1278,595
14221,9/18/2021 9:49,148,595,104,3,127.39,382.17,15.94,366.23,Credit Card,1526,507
15416,7/28/2021 8:48,106,548,102,3,184.77,554.31,3.39,550.92,Mobile Payment,1358,547
55549,3/3/2021 0:23,168,536,103,4,54.83,219.32,2.41,216.91,Credit Card,1294,566
27194,10/13/2021 12:05,193,537,107,5,186.45,932.25,10.93,921.32,Credit Card,1504,574
96956,11/2/2021 21:50,100,563,104,1,88.24,88.24,14.04,74.2,Mobile Payment,1382,548
32763,3/27/2021 21:20,110,514,101,5,28.97,144.85,8.59,136.26,Credit Card,1947,557
53150,9/29/2021 10:11,130,517,104,2,69.36,138.72,1.52,137.2,Debit Card,1159,590
78365,1/3/2021 15:25,187,531,103,4,60.9,243.6,14.09,229.51,Debit Card,1245,581
28424,6/23/2021 21:56,100,600,103,4,112.84,451.36,23.22,428.14,Mobile Payment,1119,592
69649,9/4/2021 11:10,135,537,107,2,125.51,251.02,26.23,224.79,Cash,1865,535
97269,12/23/2020 5:16,113,581,102,1,106.63,106.63,10.95,95.68,Cash,1110,571
89194,10/19/2021 15:14,154,558,105,5,11.98,59.9,3.48,56.42,Credit Card,1376,562
45643,6/29/2021 16:02,183,522,102,5,76.38,381.9,15.48,366.42,Cash,1634,537
67600,4/16/2021 17:42,109,504,103,2,23.42,46.84,26.14,20.7,Debit Card,1132,585
41676,8/2/2021 20:08,160,583,107,3,96.08,288.24,9.08,279.16,Credit Card,1489,547
37091,10/7/2021 13:57,130,596,102,1,185.83,185.83,20.63,165.2,Mobile Payment,1450,585
21259,7/29/2021 8:10,190,595,104,5,120.5,602.5,29.24,573.26,Mobile Payment,1950,538
31038,12/30/2020 19:23,175,551,103,5,38.21,191.05,17.79,173.26,Credit Card,1276,506
75431,7/8/2021 15:03,174,582,104,4,93.97,375.88,0.5,375.38,Debit Card,1330,553
21802,10/16/2021 9:26,105,510,103,4,29.51,118.04,9.94,108.1,Cash,1678,533
94584,7/10/2021 6:36,118,503,102,5,154.16,770.8,2.85,767.95,Cash,1718,558
44399,11/22/2020 0:47,174,558,105,1,106.09,106.09,9.72,96.37,Credit Card,1210,506
57202,5/14/2021 6:43,135,531,103,5,156.16,780.8,27.83,752.97,Debit Card,1919,598
47456,6/25/2021 21:59,164,570,103,4,50.13,200.52,13.13,187.39,Credit Card,1601,519
93105,10/23/2021 14:20,143,591,101,2,13.45,26.9,28.8,-1.9,Debit Card,1610,518
25422,6/25/2021 11:42,130,511,103,4,142.39,569.56,15.29,554.27,Debit Card,1077,586
85758,8/15/2021 19:32,111,501,104,4,178.01,712.04,8.92,703.12,Cash,1150,515
21962,3/16/2021 16:01,113,558,105,3,113.37,340.11,26.6,313.51,Credit Card,1958,539
23994,4/20/2021 9:15,197,550,107,3,195.8,587.4,26.07,561.33,Cash,1501,560
70152,1/25/2021 22:43,185,545,101,4,109.05,436.2,4.95,431.25,Cash,1271,579
10968,9/2/2021 1:04,199,515,106,4,191.51,766.04,8.56,757.48,Credit Card,1615,538
50937,5/22/2021 2:43,172,594,102,3,26.73,80.19,27.23,52.96,Cash,1027,586
41515,12/28/2020 19:23,107,528,107,3,63.91,191.73,26.89,164.84,Cash,1278,545
39593,4/14/2021 3:38,156,593,102,2,41.7,83.4,20.78,62.62,Debit Card,1798,596
33636,7/19/2021 21:04,115,506,107,3,191.73,575.19,7.58,567.61,Mobile Payment,1413,574
39497,12/31/2020 17:03,164,561,101,1,75.24,75.24,28.65,46.59,Credit Card,1693,518
89740,3/13/2021 17:54,107,557,103,3,93.72,281.16,29.92,251.24,Credit Card,1280,520
35015,12/19/2020 16:30,131,561,101,5,126.43,632.15,17.37,614.78,Cash,1766,513
80241,4/1/2021 10:44,124,536,103,1,141.34,141.34,24.44,116.9,Credit Card,1928,566
90176,8/1/2021 0:30,147,561,101,2,15.1,30.2,0.35,29.85,Credit Card,1064,580
13024,11/7/2021 18:15,143,595,104,1,114.8,114.8,18.83,95.97,Cash,1020,553
44019,8/12/2021 20:32,175,510,103,1,43.84,43.84,21.83,22.01,Mobile Payment,1355,589
24313,2/23/2021 15:50,116,502,102,1,111.9,111.9,7.39,104.51,Debit Card,1171,545
77913,3/24/2021 5:21,196,528,107,4,145.05,580.2,17.37,562.83,Cash,1326,586
28340,9/18/2021 7:11,112,554,102,3,46.41,139.23,18.9,120.33,Credit Card,1088,575
35442,11/30/2020 4:04,103,500,104,3,149.24,447.72,26.44,421.28,Debit Card,1208,599
25440,11/12/2020 13:22,162,548,102,1,68.44,68.44,0.56,67.88,Debit Card,1133,575
98038,10/7/2021 22:04,103,542,107,4,72.6,290.4,21.18,269.22,Credit Card,1948,598
81473,10/27/2021 10:36,160,571,102,5,52.04,260.2,4.69,255.51,Mobile Payment,1685,596
98117,8/30/2021 22:51,163,512,107,2,128.67,257.34,12.91,244.43,Credit Card,1415,518
92422,5/30/2021 12:14,103,571,102,1,197.96,197.96,9.53,188.43,Cash,1273,547
74409,11/15/2020 15:22,165,555,106,4,102.27,409.08,5.03,404.05,Debit Card,1331,530
52502,4/17/2021 15:13,187,517,104,2,103.74,207.48,20.18,187.3,Credit Card,1935,524
19982,10/22/2021 14:24,136,582,104,2,173.59,347.18,18.71,328.47,Credit Card,1391,511
62857,2/1/2021 1:07,169,590,105,2,156.09,312.18,5.4,306.78,Debit Card,1886,593
35948,2/13/2021 12:44,199,515,106,3,152.33,456.99,15.91,441.08,Cash,1745,534
67213,12/25/2020 7:32,148,501,104,2,135.76,271.52,2.96,268.56,Mobile Payment,1819,536
88705,7/19/2021 2:31,108,553,104,4,95.19,380.76,19.98,360.78,Credit Card,1626,556
28711,10/26/2021 10:54,165,534,104,1,14.63,14.63,25.93,-11.3,Credit Card,1287,569
20400,2/13/2021 3:26,186,510,103,3,10.36,31.08,19.43,11.65,Credit Card,1239,574
45355,1/25/2021 14:20,164,514,101,4,32.32,129.28,15.31,113.97,Credit Card,1183,581
64295,3/21/2021 9:30,166,542,107,2,58.53,117.06,25.85,91.21,Credit Card,1243,523
70368,11/22/2020 9:51,149,568,107,5,65.13,325.65,5.36,320.29,Debit Card,1105,573
75085,1/31/2021 18:38,178,525,101,4,52.2,208.8,15.37,193.43,Credit Card,1513,561
61861,5/12/2021 1:22,136,567,107,2,37.31,74.62,22.41,52.21,Credit Card,1300,563
83341,9/29/2021 23:23,155,510,103,1,69.1,69.1,0.17,68.93,Cash,1142,563
77908,5/29/2021 13:51,136,504,103,1,65.67,65.67,21.04,44.63,Cash,1599,555
12704,11/7/2021 16:25,198,517,104,2,98.11,196.22,12.29,183.93,Debit Card,1135,553
61221,2/22/2021 16:09,133,590,105,4,138.26,553.04,19.08,533.96,Credit Card,1474,582
56433,4/15/2021 13:43,100,500,104,1,153.44,153.44,22.16,131.28,Mobile Payment,1312,586
92920,1/9/2021 17:02,118,525,101,2,28.84,57.68,7.87,49.81,Mobile Payment,1967,591
36389,11/17/2020 1:06,182,521,101,4,144.16,576.64,0.37,576.27,Mobile Payment,1648,595
92897,4/17/2021 15:23,133,549,101,2,152.57,305.14,28.89,276.25,Credit Card,1840,519
87582,4/30/2021 14:14,139,561,101,2,198.4,396.8,27.36,369.44,Credit Card,1894,563
97861,8/15/2021 11:17,161,547,103,2,139.3,278.6,26.06,252.54,Mobile Payment,1796,514
58693,1/26/2021 12:27,175,517,104,5,35.96,179.8,0.84,178.96,Debit Card,1939,507
89365,11/11/2020 18:00,103,543,107,4,143.65,574.6,28.24,546.36,Mobile Payment,1819,532
81210,8/20/2021 10:52,173,573,103,4,95.05,380.2,11.41,368.79,Cash,1506,566
68658,7/8/2021 23:27,194,559,107,2,42.02,84.04,13.52,70.52,Cash,1290,501
41937,3/26/2021 11:37,134,534,104,5,149.87,749.35,8.69,740.66,Cash,1575,526
32503,8/16/2021 17:47,162,583,107,1,101.57,101.57,19.8,81.77,Debit Card,1533,600
67439,5/18/2021 3:34,186,523,106,1,127.42,127.42,20.53,106.89,Mobile Payment,1283,547
55398,1/12/2021 4:22,186,594,102,2,17.65,35.3,4.76,30.54,Credit Card,1394,531
24780,8/3/2021 0:55,165,592,103,3,107.32,321.96,9.19,312.77,Mobile Payment,1132,585
32456,5/14/2021 21:53,113,599,104,2,179.99,359.98,14.53,345.45,Cash,1421,548
71226,3/31/2021 14:46,183,550,107,2,181.34,362.68,2.97,359.71,Debit Card,1349,517
64940,3/28/2021 8:23,199,529,104,2,127.64,255.28,15.82,239.46,Debit Card,1043,512
71593,9/15/2021 11:17,168,556,104,4,103.88,415.52,24.52,391,Cash,1761,541
16310,12/15/2020 0:56,194,530,102,2,194.86,389.72,23.22,366.5,Mobile Payment,1219,514
79176,1/26/2021 4:52,115,524,106,1,52.82,52.82,16.25,36.57,Cash,1216,563
91826,8/31/2021 16:32,193,591,101,3,137.9,413.7,7.57,406.13,Debit Card,1076,588
16041,10/2/2021 0:54,129,531,103,3,51.39,154.17,11.38,142.79,Cash,1421,596
24505,1/11/2021 19:20,163,544,102,5,88.5,442.5,15.17,427.33,Credit Card,1710,539
94528,7/31/2021 9:03,122,582,104,1,15.2,15.2,12.96,2.24,Mobile Payment,1400,529
49458,8/20/2021 17:01,188,512,107,4,140.32,561.28,16.04,545.24,Credit Card,1132,550
40895,6/19/2021 10:43,121,591,101,5,65.55,327.75,18.87,308.88,Debit Card,1593,530
26690,12/27/2020 15:06,112,534,104,2,118.85,237.7,23.41,214.29,Credit Card,1212,551
21072,5/7/2021 14:01,104,594,102,2,167.5,335,22.02,312.98,Debit Card,1447,556
83079,6/30/2021 3:33,108,546,103,3,162.61,487.83,8.06,479.77,Debit Card,1965,588
69479,3/8/2021 11:39,176,562,104,4,79.26,317.04,9.09,307.95,Credit Card,1077,506
11570,4/6/2021 4:07,162,543,107,2,16.49,32.98,13.57,19.41,Cash,1358,573
34065,5/21/2021 22:20,184,509,106,3,100.06,300.18,17.19,282.99,Credit Card,1942,522
46003,1/7/2021 16:41,145,586,106,5,165.05,825.25,16.96,808.29,Mobile Payment,1394,550
24745,2/10/2021 19:35,146,558,105,1,91.48,91.48,16.45,75.03,Credit Card,1810,533
63225,8/11/2021 8:46,128,530,102,2,112.29,224.58,4.69,219.89,Cash,1308,532
79638,4/12/2021 23:29,182,504,103,3,25.31,75.93,19.1,56.83,Mobile Payment,1789,533
76399,3/31/2021 9:04,151,574,102,4,162.44,649.76,18.74,631.02,Debit Card,1811,561
37409,2/10/2021 13:46,127,539,105,1,144.42,144.42,20.26,124.16,Mobile Payment,1423,533
36285,3/4/2021 0:10,160,535,102,2,10.86,21.72,6.31,15.41,Cash,1601,519
